"Korporat Code","Previous Korporat Code","Transition Status","Batch Split","Production Start Date","Production End Date","Purchase Start Date","Purchase End Date","Supplier Text","Previous Supplier Text","State"
"DUS-CHCL9R2-MO","DUS-CHCL9R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-CHCL10R2-MO","DUS-CHCL10R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-CHCL11R2-MO","DUS-CHCL11R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-CHCL12R2-MO","DUS-CHCL12R1-MO","Flow Through","no","","","2022-04-07","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"EL-HBSSLMOR2-X","EL-HBSSLMOR1-X","Flow Through","no","","","","","","ELEGANT BEST INVESTMENT LTD.","Draft"
"GODE-CPTZ59R1-MO","GODE-CPTZB-SMD59A-P","Flow Through","yes","","","2022-05-25","","METALIPAK KREASINDO, PT","METALIPAK KREASINDO, PT; PERMANA ENDAH NUGRAHA, PT","Draft"
"DUS-PUDSR1-MO","DUS-PUDSR0-MO","Flow Through","no","","","2022-04-07","","INDAH KENCANA, CV","INDAH KENCANA, CV","Draft"
"TUBE-PUDSR1-MO","TUBE-PUDSR0-MO","Flow Through","yes","","","","","","PREMIER PLUS CO., LTD.","Draft"
"BOTO-NSS1702R2-W","BOTO-NSS1702R1-W","Flow Through","yes","","","2022-08-05","","DYNAPLAST, PT","DYNAPLAST, PT","Draft"
"BOTO-ADS1702R1-W","BOTO-ADS1702R0-W","Flow Through","yes","","","2022-08-05","","DYNAPLAST, PT","DYNAPLAST, PT","Draft"
"BOTO-ADS170R3-WHDPE","BOTO-ADS170R2-WHDPE","Flow Through","yes","","","","","","BUMIMULIA INDAH LESTARI, PT","Draft"
"STIC-NFSPBR1-L","STIC-NFSPBR0-L","Immediately","yes","","","2022-05-11","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"DUS-ERBSAS30R1-T","DUS-ERBSAS30-T","Interchangeable","no","","","2022-06-16","","INDAH KENCANA, CV","INDAH KENCANA, CV","Draft"
"DUS-NPBRT100R1-T","DUS-NPBRT100-T","Interchangeable","no","","","2022-04-27","","INDAH KENCANA, CV","INDAH KENCANA, CV","Draft"
"DUS-NZASS30R1-T","DUS-NZASS30-T","Interchangeable","no","","","2022-06-16","","INDAH KENCANA, CV","INDAH KENCANA, CV","Draft"
"TUBE-PBCFBS50R1-WPBL","TUBE-PBCFBS50-WPBL","Immediately","no","","","2022-04-14","","KIMPAI DYNA TUBE, PT","KIMPAI DYNA TUBE, PT","Draft"
"PS-BSLPR2-E","PS-BSLPR1-EBS","Immediately","no","","","2022-04-19","","THEIA DIGILAB INDONESIA, PT","THEIA DIGILAB INDONESIA, PT","Draft"
"DUS-EMLC01R1-W","DUS-EMLC01R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC02R1-W","DUS-EMLC02R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC03R1-W","DUS-EMLC03R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC04R1-W","DUS-EMLC04R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC05R1-W","DUS-EMLC05R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC06R1-W","DUS-EMLC06R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC07R1-W","DUS-EMLC07R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC08R1-W","DUS-EMLC08R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC09R1-W","DUS-EMLC09R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC11R1-W","DUS-EMLC11R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC12R1-W","DUS-EMLC12R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC13R1-W","DUS-EMLC13R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC15R1-W","DUS-EMLC15R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC16R1-W","DUS-EMLC16R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC17R1-W","DUS-EMLC17R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EMLC18R1-W","DUS-EMLC18R0-WILD","Immediately","no","","","2022-04-19","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-PVLSPUR2-MO","DUS-PVLSPUR1-MO","Immediately","no","","","2022-04-19","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-CDS17R1-WILG","DUS-CDS17-WILG","Immediately","no","","","2022-08-18","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-GS01ABR2-E","DUS-GS01ABR1-E","Flow Through","yes","","","2022-04-19","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-GS02ASR2-E","DUS-GS02ASR1-E","Flow Through","yes","","","2022-04-19","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-GS03CRR2-E","DUS-GS03CRR1-E","Flow Through","yes","","","2022-04-19","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-GS04PSR2-E","DUS-GS04PSR1-E","Flow Through","yes","","","2022-04-19","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-GS05SDR2-E","DUS-GS05SDR1-E","Flow Through","yes","","","2022-04-19","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"IBOX-12IBBMR2-IP","IBOX-12IBBMR1-WDNF","Flow Through","yes","","","2022-04-21","","WARNA KREASI SELARAS, PT","MULIAOFFSET PACKINDO, PT","Draft"
"IBOX-12ILCR2-IP","IBOX-12ILCR1-WDNF","Flow Through","yes","","","2022-04-21","","WARNA KREASI SELARAS, PT","MULIAOFFSET PACKINDO, PT","Draft"
"DUS-RYAASR3-W","DUS-RYAASR2-WIMLG","Interchangeable","no","","","2022-05-10","","DNP INDONESIA, PT","","Draft"
"DUS-BWMMLPR6-E","DUS-BWMMLPR5-E","Immediately","no","","","2022-04-28","","INDAH KENCANA, CV","INDAH KENCANA, CV","Draft"
"STIC-BCBWMMLP01R1-E","STIC-BCLPF-ECNF","Immediately","no","","","2022-05-30","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCBWMMLP02R1-E","STIC-BCLPL-ECNF","Immediately","no","","","2022-06-03","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCBWMMLP03R1-E","STIC-BCLPA-ECNF","Immediately","no","","","2022-06-03","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BCBWMMLP04R1-E","STIC-BCLPE-ECNF","Immediately","no","","","2022-06-03","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"DUS-AISM30R2-EACLD","DUS-AISM30R1-EACLD","Flow Through","yes","","","","","","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-HTSLE20PR2-P","DUS-HTSLE20PR1-I3615","Flow Through","yes","","","2022-06-13","","WARNA KREASI SELARAS, PT","WARNA KREASI SELARAS, PT","Draft"
"DUS-BOR4-MO","DUS-BOR3-MOILG","Flow Through","yes","","","","","","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"STIC-BCBO01R1-MO","STIC-BCBO1MOPPW-1W31","Immediately","no","","","","","","MITRA ABADI PRINTING","Draft"
"STIC-BCBO03R1-MO","STIC-BCBO3MOPPW-1W31","Immediately","no","","","","","","THEIA DIGILAB INDONESIA, PT","Draft"
"STIC-BCBO06R1-MO","STIC-BCBO6MOPPW-1W31","Immediately","no","","","","","","MITRA ABADI PRINTING","Draft"
"STIC-BCBO07R1-MO","STIC-BCBO7MOPPW-1W31","Immediately","no","","","","","","MITRA ABADI PRINTING","Draft"
"STIC-BCBO08R1-MO","STIC-BCBO8MOPPW-1W31","Immediately","no","","","","","","MITRA ABADI PRINTING","Draft"
"STIC-BCBO09R1-MO","STIC-BCBO9-MOPPW","Immediately","no","","","","","","MITRA ABADI PRINTING","Draft"
"STIC-BCBO10R1-MO","STIC-BCBO10-MOPPW","Immediately","no","","","","","","MITRA ABADI PRINTING","Draft"
"STIC-VCMP22NR1-W","STIC-VCMP22NR0-W","Immediately","no","","","2022-05-30","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-VCMP23WR1-W","STIC-VCMP23WR0-W","Immediately","no","","","2022-05-30","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-VCMP32NR1-W","STIC-VCMP32NR0-W","Immediately","no","","","2022-05-30","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-VCMP43WR1-W","STIC-VCMP43WR0-W","Immediately","no","","","2022-05-30","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"BOTO-UVSWRR1-W","BOTO-UVSWRR0-W","Flow Through","yes","","","2022-06-02","","DYNAPLAST, PT","DYNAPLAST, PT","Draft"
"PAP-UVSWRR2-W","PAP-UVSWRR1-W","Flow Through","yes","","","2022-06-02","","INDAH KENCANA, CV","","Draft"
"STIC-BOTEMLC01R2-W","STIC-BOTEMLC01R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC02R2-W","STIC-BOTEMLC02R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC03R2-W","STIC-BOTEMLC03R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","PELITA ABADI JAYA, CV; MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC04R2-W","STIC-BOTEMLC04R-1WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","","Draft"
"STIC-BOTEMLC05R2-W","STIC-BOTEMLC05R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","PELITA ABADI JAYA, CV; MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC06R2-W","STIC-BOTEMLC06R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","PELITA ABADI JAYA, CV; MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC07R2-W","STIC-BOTEMLC07R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC08R2-W","STIC-BOTEMLC08R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC09R2-W","STIC-BOTEMLC09R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC10R2-W","STIC-BOTEMLC10R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","PELITA ABADI JAYA, CV; MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC11R2-W","STIC-BOTEMLC11R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","PELITA ABADI JAYA, CV; MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC12R2-W","STIC-BOTEMLC12R-0WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC13R2-W","STIC-BOTEMLC13R-1WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC14R2-W","STIC-BOTEMLC14R-1WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC15R2-W","STIC-BOTEMLC15R-1WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC16R2-W","STIC-BOTEMLC16R-1WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC17R2-W","STIC-BOTEMLC17R-1WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"STIC-BOTEMLC18R2-W","STIC-BOTEMLC18R-1WPS","Flow Through","no","","","2022-06-09","","MITRA ABADI PRINTING","","Draft"
"DUS-CMPR2-W","DUS-CMPR1-W","Immediately","no","","","2022-05-27","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-RYNC15R1-W","DUS-RYNC15R0-W","Flow Through","yes","","","2022-09-05","","DNP INDONESIA, PT","DNP INDONESIA, PT","Draft"
"DUS-SBSPF3023R1-E","DUS-SBSPF3023-E","Flow Through","no","","","2022-05-25","","ASTI INDOGRAPH, PT","ASTI INDOGRAPH, PT","Draft"
"BOTO-SPBTBPR2-W","BOTO-SPBTBPR1-W","Immediately","no","","","2022-06-07","","DYNAPLAST, PT","DYNAPLAST, PT","Draft"
"DUS-ECLT01R1-W","DUS-ECLT01R0-WACLD","Flow Through","no","","","2022-05-27","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-ECLT02R1-W","DUS-ECLT02R0-WACLD","Flow Through","no","","","2022-05-27","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-ECLT03R1-W","DUS-ECLT03R0-WACLD","Flow Through","no","","","2022-05-27","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA PRIMA, PT; KALINGGA JAYA, CV","Draft"
"DUS-EFSLGR2-W","DUS-EFSLGR1-WACLG","Flow Through","no","","","2022-05-27","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-EFSLSR2-W","DUS-EFSLSR1-WACLG","Flow Through","no","","","2022-05-27","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-EMLNGR2-W","DUS-EMLNGR1-WACLG","Flow Through","no","","","2022-05-30","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-EMLNHR2-W","DUS-EMLNHR1-WACLG","Flow Through","no","","","2022-05-30","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"DUS-MPASMGR1-ELG","DUS-MPASMGR0-ELG","Flow Through","yes","","","2022-06-17","","INDAH KENCANA, CV","INDAH KENCANA, CV","Draft"
"BOTO-WJKLTSR1-OMG","BOTO-JKLTSR0-OMG","Immediately","no","","","2022-06-10","","NINGBO YMS IMP AND EXP CO.,LTD.","NINGBO YMS IMP AND EXP CO.,LTD.","Draft"
"CAPA-JKLTS01R1-OMG","CAPA-JKLTS01R0-OMG","Immediately","no","","","2022-06-10","","NINGBO YMS IMP AND EXP CO.,LTD.","NINGBO YMS IMP AND EXP CO.,LTD.","Draft"
"CAPA-JKLTS02R1-OMG","CAPA-JKLTS02R0-OMG","Immediately","no","","","2022-06-10","","NINGBO YMS IMP AND EXP CO.,LTD.","NINGBO YMS IMP AND EXP CO.,LTD.","Draft"
"CAPA-JKLTS03R1-OMG","CAPA-JKLTS03R0-OMG","Immediately","no","","","2022-06-10","","NINGBO YMS IMP AND EXP CO.,LTD.","NINGBO YMS IMP AND EXP CO.,LTD.","Draft"
"CAPA-JKLTS04R1-OMG","CAPA-JKLTS04R0-OMG","Immediately","no","","","2022-06-10","","NINGBO YMS IMP AND EXP CO.,LTD.","NINGBO YMS IMP AND EXP CO.,LTD.","Draft"
"CAPA-JKLTS05R1-OMG","CAPA-JKLTS05R0-OMG","Immediately","no","","","","","","NINGBO YMS IMP AND EXP CO.,LTD.","Draft"
"KB-MOLCPR1-MO","KB-MOLCP-247K150","Flow Through","yes","","","2022-06-10","","ALPO SEJAHTERA, PT","INTERPACK RAYA, PT","Draft"
"KB-MOLCPALR1-MO","KB-MOLCPAL-287K150","Flow Through","yes","","","2022-06-10","","ALPO SEJAHTERA, PT","INTERPACK RAYA, PT","Draft"
"KB-MOLLCR1-MO","KB-MOLLC-3K150","Flow Through","yes","","","2022-06-10","","ALPO SEJAHTERA, PT","INTERPACK RAYA, PT","Draft"
"STIC-VPVLS3R1-MO","STIC-VPVLS3R0-MO","Flow Through","no","","","2022-06-10","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"BOTO-L100EEMURR2-WHD","BOTO-L100EEMUR1-WHD","Flow Through","yes","","","","","","HIDAYAT PUTRA INDUSTRI, PT","Draft"
"DUS-BCSAOCR2A-CL","DUS-BCSAOCR1-W","Immediately","no","","","","","","PURA BARUTAMA, PT (OFFSET)","Draft"
"BOTO-L50EEMURR2-WHD","BOTO-L50EEMUR-WHD","Flow Through","yes","","","","","","","Draft"
"DUS-SCSAOCR2B-CL","DUS-SCSAOCR0-W","Immediately","no","","","","","","ADHINATA KARYA, PT","Draft"
"DUS-CCSAOCR2B-CL","DUS-CCSAOCR0-W","Immediately","no","","","","","","ADHINATA KARYA, PT","Draft"
"DUS-BCSAOCR2B-CL","DUS-BCSAOCR0-W","Immediately","no","","","","","","PURA BARUTAMA, PT (OFFSET); ADHINATA KARYA, PT","Draft"
"DUS-SCSAOCR2A-CL","DUS-SCSAOCR1-W","Immediately","no","","","","","","PURA BARUTAMA, PT (OFFSET)","Draft"
"DUS-CCSAOCR2A-CL","DUS-CCSAOCR1-W","Immediately","no","","","","","","PURA BARUTAMA, PT (OFFSET)","Draft"
"PAP-UVSAFER3-W","PAP-UVSAFER2-W","Flow Through","no","","","","","","ASTI INDOGRAPH, PT; KALINGGA JAYA PRIMA, PT","Draft"
"PAP-UVSESGR6-W","PAP-UVSESGR5-W","Flow Through","no","","","","","","KALINGGA JAYA, CV","Draft"
"DUS-LL01R1-W","DUS-LL01R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-LL02R1-W","DUS-LL02R0-WILD","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-VMP20CR1-MO","DUS-VMP20CR0-MO","Flow Through","no","","","2022-08-31","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL03R1-W","DUS-LL03R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-SLAMR1-E","DUS-SLAMR0-EILG","Flow Through","no","","","2022-07-26","","INDAH KENCANA, CV","INDAH KENCANA, CV","Draft"
"DUS-LL04R1-W","DUS-LL04R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-LL05R1-W","DUS-LL05R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-SSTPR3-MO","DUS-SSTPR2-MO","Flow Through","yes","","","2022-08-31","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-SRLSR1-E","DUS-SRLSR0-EILD","Flow Through","no","","","2022-07-26","","KALINGGA JAYA PRIMA, PT","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL06R1-W","DUS-LL06R0-WILD","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL07R1-W","DUS-LL07R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-LL19R1-W","DUS-LL19R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-LL18R1-W","DUS-LL18R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-LL17R1-W","DUS-LL17R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-LL16R1-W","DUS-LL16R0-WILD","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL15R1-W","DUS-LL15R0-WILD","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL14R1-W","DUS-LL14R0-WILD","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL13R1-W","DUS-LL13R0-WILD","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL12R1-W","DUS-LL12R0-WILD","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL11R1-W","DUS-LL11R0-WILD","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LL10R1-W","DUS-LL10R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-LL09R1-W","DUS-LL09R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"DUS-LL08R1-W","DUS-LL08R0-WILD","Flow Through","no","","","","","","INDAH KENCANA, CV","Draft"
"BOTO-DFS170R2-WHDPE","BOTO-DFS170R1-WHDPE","Flow Through","yes","","","","","","BUMIMULIA INDAH LESTARI, PT; DYNAPLAST, PT","Draft"
"STIC-VPVLS1R1-MO","STIC-VPVLS1R0-MO","Flow Through","no","","","2022-09-05","","MITRA ABADI PRINTING","MITRA ABADI PRINTING","Draft"
"KB-BPUR1-W","KB-BTLPU5510-3332781","Flow Through","yes","","","","","","INTERPACK RAYA, PT","Draft"
"IBOX-RRPJKLTSR1-OMG","IBOX-RRPJKLTSR0-OMG","Flow Through","yes","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-SMUMR2-E","DUS-SMUMR1-E","Flow Through","yes","","","2022-07-26","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT","Draft"
"CUS-PDCCC51R1-MO","CUS-PDCCC51R0-MO","Flow Through","no","","","2022-08-12","","COSMAX INDONESIA, PT","COSMAX INDONESIA, PT","Draft"
"CUS-PDCCW41R1-MO","CUS-PDCCW41R0-MO","Flow Through","no","","","2022-07-13","","COSMAX INDONESIA, PT","COSMAX INDONESIA, PT","Draft"
"PLAS-VCUVST3I1R1-W","PLAS-VCUVST3I1R0-W","Flow Through","yes","","","2022-08-07","","SINAR GOLDSINDO, PT","SINAR GOLDSINDO, PT","Draft"
"PAP-LLC01LR1-W","PAP-LLC01LR0-W","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"PAP-LLC02BR1-W","PAP-LLC02BR0-W","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LMP1R4-W","DUS-LMP1R3-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LMP2R4-W","DUS-LMP2R3-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LMP3R4-W","DUS-LMP3R3-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LMP4R4-W","DUS-LMP4R3-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
"PAP-LLF01LBR2-W","PAP-LLF01LBR1-W","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"PAP-LLF02BR2-W","PAP-LLF02BR1-W","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"PAP-LLF03IR2-W","PAP-LLF03IR1-W","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"PAP-LLF04NR2-W","PAP-LLF04NR1-W","Flow Through","no","","","","","","KALINGGA JAYA, CV; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPL01R3PU-W","DUS-LPL01R2-W","Flow Through","no","","","2022-08-31","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPL02R3PU-W","DUS-LPL02R2-W","Flow Through","no","","","2022-08-31","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPL03R3PU-W","DUS-LPL03R2-W","Flow Through","no","","","2022-08-31","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPL04R3PU-W","DUS-LPL04R2-W","Flow Through","no","","","2022-08-31","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPL05R3PU-W","DUS-LPL05R2-W","Flow Through","no","","","2022-08-31","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPL06R3PU-W","DUS-LPL06R2-W","Flow Through","no","","","2022-08-31","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPL07R3PU-W","DUS-LPL07R2-W","Flow Through","no","","","2022-08-31","","PRINTINDO UTAMA, PT","PRINTINDO UTAMA, PT; KALINGGA JAYA PRIMA, PT","Draft"
"DUS-LPRL01R3AI-W","DUS-LPRL01R2-W","Flow Through","no","","","","","","KALINGGA JAYA PRIMA, PT","Draft"
