"Korporat Code","Factory","Lifecycle"
"L-PTMCE-MO","JTK04","to be discontinued"
"L-PTMCF-BULK","JTK04",""
"L-PTMCF-MO","JTK04","to be discontinued"
"L-PTMCG-BULK","JTK04",""
"L-PTMCG-MO","JTK04","to be discontinued"
"L-PTMCH-BULK","JTK04",""
"L-PTMCH-MO","JTK04","to be discontinued"
"L-PTMCI-BULK","JTK04",""
"L-PTMCI-MO","JTK04","to be discontinued"
"L-PTMCJ-BULK","JTK04",""
"L-PTMCJ-MO","JTK04","to be discontinued"
"L-RPTMC01-MO","JTK04","initial"
"L-PTMC01-MO","JTK04","existing"
"L-RPTMC02-MO","JTK04","initial"
"L-PTMC02-MO","JTK04","existing"
"L-RPTMC03-MO","JTK04","initial"
"L-PTMC03-MO","JTK04","existing"
"L-PTMC03FB-MO","JTK04","to be discontinued"
"L-RPTMC04-MO","JTK04","initial"
"L-PTMC04-MO","JTK04","existing"
"L-RPTMC05-MO","JTK04","initial"
"L-PTMC05-MO","JTK04","existing"
"L-RPTMC06-MO","JTK04","initial"
"L-PTMC06-MO","JTK04","existing"
"L-RPTMC07-MO","JTK04","initial"
"L-PTMC07-MO","JTK04","existing"
"L-PTMC07BS-MO","JTK04","to be discontinued"
"L-RPTMC08-MO","JTK04","initial"
"L-PTMC08-MO","JTK04","existing"
"L-PTMCA-BULK","JTK04",""
"L-RPTMCA-MO","JTK04","initial"
"L-PTMCA-MO","JTK04","existing"
"L-PTMCAFS-MO","JTK04","to be discontinued"
"L-PTMCB-BULK","JTK04",""
"L-RPTMCB-MO","JTK04","initial"
"L-PTMCB-MO","JTK04","existing"
"L-PTMCAB-BULK","JTK04","initial"
"L-PTMCAB-MO","JTK04","new product"
"L-PTMCBB-BULK","JTK04","initial"
"L-PTMCBB-MO","JTK04","new product"
"L-RPTMCC-MO","JTK04","new product"
"L-PTMCC-MO","JTK04","existing"
"L-PTMCC-BULK","JTK04",""
"L-PTMCCBB-MO","JTK04","to be discontinued"
"L-PTMCD-BULK","JTK04",""
"L-RPTMCD-MO","JTK04","new product"
"L-PTMCD-MO","JTK04","existing"
"L-PTMCCB-BULK","JTK04","initial"
"L-PTMCCB-MO","JTK04","new product"
"L-PTMCDB-BULK","JTK04","initial"
"L-PTMCDB-MO","JTK04","new product"
"FA-UGHP-MO","JTK01","existing"
"ES-PAUB-MO","JTK06","existing"
"L-PVW01-MO","JTK02","existing"
"L-PVW02-MO","JTK02","existing"
"L-PVW03-MO","JTK02","existing"
"L-PVW04-MO","JTK02","existing"
"L-PVW05-MO","JTK02","existing"
"L-PVW06-MO","JTK02","existing"
"L-PVW07-MO","JTK02","existing"
"L-PVW08-MO","JTK02","existing"
"F-LPWC21-MO33ML","JTK02","existing"
"F-LPWFC31-MO","JTK02","existing"
"F-LPWC41-MO","JTK02","existing"
"F-LPWC62-MO33ML","JTK02","existing"
"F-LPWN10-MO33ML","JTK02","existing"
"F-LPWN20-BULK","JTK02",""
"F-LPWN20-MO","JTK02","existing"
"F-LPWN30-MO33ML","JTK02","existing"
"F-LPWN40-BULK","JTK02",""
"F-LPWN40-MO","JTK02","existing"
"F-LPWN50-BULK","JTK02",""
"F-LPWN50-MO","JTK02","existing"
"F-LPWW22-MO33ML","JTK02","existing"
"F-LPWW30-BULK","JTK02",""
"F-LPWW30-MO","JTK02","existing"
"F-LPWW33-MO33ML","JTK02","existing"
"F-LPWW41-MO33ML","JTK02","existing"
"F-LPWW42-MO33ML","JTK02","existing"
"F-LPWW50-MO","JTK02","existing"
"F-LPWW60-BULK","JTK02","initial"
"F-LPWW60-MO","JTK02","existing"
"CONT-CPPE3-MO","JTK06","to be discontinued"
"BRUS-P5M-MO","JTK06","inactive"
"CONT-CPPE8-MO","JTK06","inactive"
"TC-PPHC-MO8X3,5G","JTK01","existing"
"REM-PM-MO100ML","JTK02","inactive"
"CUS-RHLGC-MO","JTK02","inactive"
"CUS-RHLGA-MO","JTK02","inactive"
"CUS-RHLGD-MO","JTK02","inactive"
"CUS-RHLGH-MO","JTK02","inactive"
"CUS-RHLGB-MO","JTK02","inactive"
"CUS-RHLGE-MO","JTK02","inactive"
"CUS-RHLGF-MO","JTK02","inactive"
"CUS-RHLGG-MO","JTK02","inactive"
"CUS-RPDMCC51-MO","JTK06","to be discontinued"
"CUS-RWRPDMCC51-MO","JTK02","to be discontinued"
"CUS-RPDMCN10-MO","JTK06","inactive"
"CUS-RWRPDMCN10-MO","JTK02","to be discontinued"
"CUS-RPDMCN30-MO","JTK06","to be discontinued"
"CUS-RWRPDMCN30-MO","JTK02","to be discontinued"
"CUS-RPDMCN50-MO","JTK06","to be discontinued"
"CUS-RWRPDMCN50-MO","JTK02","to be discontinued"
"CUS-RPDMCW22-MO","JTK06","to be discontinued"
"CUS-RWRPDMCW22-MO","JTK02","to be discontinued"
"CUS-RPDMCW42-MO","JTK06","to be discontinued"
"CUS-RWRPDMCW42-MO","JTK02","to be discontinued"
"FA-RGH-MO13G","JTK01","existing"
"P-BRDLFC-MO","JTK06","inactive"
"P-BRDLFM-MO","JTK06","inactive"
"P-BR01-MO","JTK06","inactive"
"P-BR08-MO","JTK06","inactive"
"ES-A-MOR3,5G","JTK01","inactive"
"ES-BS-MOR3,5G","JTK01","inactive"
"ES-B-MOR3,5G","JTK01","inactive"
"ES-BV-MOR3,5G","JTK01","inactive"
"ES-CV-MOR3,5G","JTK01","inactive"
"ES-CH-MOR3,5G","JTK01","inactive"
"ES-CP-MOR3,5G","JTK01","inactive"
"ES-CR-MOR3,5G","JTK01","inactive"
"ES-F-MOR3,5G","JTK01","inactive"
"ES-FT-MOR3,5G","JTK01","inactive"
"ES-G-MOR3,5G","JTK01","inactive"
"ES-M-MOR3,5G","JTK01","inactive"
"ES-MT-MOR3,5G","JTK01","inactive"
"ES-MS-MOR3,5G","JTK01","inactive"
"ES-OF-MOR3,5G","JTK01","inactive"
"ES-PL-MOR3,5G","JTK01","inactive"
"ES-RB-MOR3,5G","JTK01","inactive"
"ES-R-MOR3,5G","JTK01","inactive"
"ES-SV-MOR3,5G","JTK01","inactive"
"ES-S-MOR3,5G","JTK01","inactive"
"ES-ST-MOR3,5G","JTK01","inactive"
"ES-T-MOR3,5G","JTK01","inactive"
"ES-TQ-MOR3,5G","JTK01","inactive"
"ES-V-MOR3,5G","JTK01","inactive"
"B-SPB-MO13GR","JTK01","existing"
"B-SPB-MO24GR","JTK01","inactive"
"B-SPC-MO13GR","JTK01","existing"
"B-SPC-MO24GR","JTK01","inactive"
"B-SPG-MO13GR","JTK01","existing"
"B-SPG-MO24GR","JTK01","to be discontinued"
"B-SPQ-MO13GR","JTK01","existing"
"B-SPQ-MO24GR","JTK01","inactive"
"B-SPS-MO4X9G","","inactive"
"B-PT01-MO35G","JTK01","existing"
"B-PT02-MO35G","JTK01","existing"
"B-PT03-MO35G","JTK01","existing"
"B-PT04-MO35G","JTK01","existing"
"B-PT05-MO35G","JTK01","existing"
"B-PT06-MO35G","JTK01","existing"
"B-PT07-MO35G","JTK01","existing"
"SHAR-SM-MO","JTK06","existing"
"ES-SPG-MO2G","JTK01","existing"
"ES-SPS-MO2G","JTK01","existing"
"FA-FPSA-MO","JTK06","initial"
"FA-FPSB-MO","JTK06","initial"
"P-SMAGT-MO","JTK06","inactive"
"P-SMHBG-MO","JTK06","inactive"
"P-SMPRO-MO","JTK06","inactive"
"BO-TSKPF01-MO6G","JTK01","initial"
"BO-TSKIP02-MO6G","JTK01","initial"
"BO-TSKPS03-MO6G","JTK01","initial"
"BO-TSKRE04-MO6G","JTK01","initial"
"BO-TSKBS05-MO6G","JTK01","initial"
"BO-TSKCS06-MO6G","JTK01","initial"
"BO-TSKSS07-MO6G","JTK01","initial"
"BO-TSKCC08-MO6G","JTK01","initial"
"BO-TSKST09-MO6G","JTK01","initial"
"BO-TSKPP10-MO6G","JTK01","initial"
"CON-TC-MO11ML","JTK06","initial"
"BO-TCM-MO20G","JTK01","initial"
"CLN-TC-MO60ML","JTK06","initial"
"BMU-T01-MO40ML","JTK02","initial"
"BMU-T02-MO40ML","JTK02","initial"
"L-TCLG-MO3,1G","JTK04","initial"
"L-TCLN-MO3,1G","JTK04","initial"
"L-TCLPC-MO3,1G","JTK04","initial"
"L-TCLP-MO3,1G","JTK04","initial"
"L-TCLSP01-MO4G","JTK04","initial"
"L-TCLRP02-MO4G","JTK04","initial"
"L-TCLRP03-MO4G","JTK04","initial"
"L-TCLQR04-MO4G","JTK04","initial"
"L-TCLRR05-MO4G","JTK04","initial"
"L-TCLGG06-MO4G","JTK04","initial"
"L-TCLMB07-MO4G","JTK04","initial"
"L-TCLTB08-MO4G","JTK04","initial"
"L-TCLCH09-MO4G","JTK04","initial"
"L-TCLFN10-MO4G","JTK04","initial"
"L-TCLI11-MO4G","JTK04","initial"
"L-TCLNP12-MO4G","JTK04","initial"
"L-TCLNPC13-MO4G","JTK04","initial"
"L-TCLPC14-MO4G","JTK04","initial"
"L-TCLRT15-MO4G","JTK04","initial"
"EB-TDK-MO","JTK06","initial"
"EB-TPBL-MO1,14G","","initial"
"EB-TPBE-MO1,14G","","initial"
"EL-TPBJ-MO1,2G","JTK06","initial"
"EL-TPCLG-MO1,2G","JTK06","initial"
"EL-TPGLG-MO1,2G","JTK06","initial"
"EL-TPGOG-MO1,2G","JTK06","initial"
"EL-TPNB-MO1,2G","JTK06","initial"
"EL-TPNS-MO1,2G","JTK06","initial"
"EL-TPPOP-MO1,2G","JTK06","initial"
"EL-TPROB-MO1,2G","JTK06","initial"
"EL-TPSL-MO1,2G","","initial"
"EL-TPWT-MO1,2G","JTK06","initial"
"ES-TPNU-MO","JTK01","initial"
"ES-TPSM-MO","JTK01","initial"
"TC-TFC-MO14G","JTK01","initial"
"L-TGS-MO3,8G","JTK04","initial"
"SRM-TH-MO33ML","JTK02","initial"
"EL-THBS-MO","JTK06","initial"
"L-TIMC001-MO","JTK06","initial"
"L-TIMC002-MO","JTK06","initial"
"L-TIMC003-MO","JTK06","initial"
"L-TIMC004-MO","JTK06","initial"
"L-TP-MO5X1,7G","JTK06","initial"
"LB-TV-MO3,8G","JTK04","initial"
"EL-TLB-MO","JTK06","initial"
"L-TLBA-MO5ML","JTK04","initial"
"L-TLGR-MO5ML","JTK04","initial"
"L-TLKP-MO5ML","JTK04","initial"
"L-TLLP-MO5ML","JTK04","initial"
"L-TLPP-MO5ML","JTK04","initial"
"LG-TLF-MO10ML","","initial"
"LG-TLPP-MO10ML","","initial"
"LG-TLRP-MO10ML","","initial"
"2PR-T-MO100ML","JTK06","initial"
"F-TCPC01-MO11ML","JTK06","initial"
"F-TCPC02-MO11ML","JTK06","initial"
"F-TCPC03-MO11ML","JTK06","initial"
"ES-TPFP-MO2G","JTK01","initial"
"ES-TPPB-MO2G","JTK01","initial"
"ES-TPRS-MO2G","JTK01","initial"
"ES-TPS02-MO4X2G","JTK01","initial"
"ES-TPSB-MO2G","JTK01","initial"
"F-TPTCMCC62-MO","JTK06","initial"
"F-TPTCMCN10-MO","JTK06","initial"
"F-TPTCMCN30-MO","JTK06","initial"
"F-TPTCMCN50-MO","JTK06","initial"
"F-TPTCMCW22-MO","JTK06","initial"
"F-TPTCMCW33-MO","JTK06","initial"
"F-TPTCMCW42-MO","JTK06","initial"
"F-TPTCMCW52-MO","JTK06","initial"
"L-TPTMC01-MO","JTK04","initial"
"L-TPTMC02-MO","JTK04","initial"
"L-TPTMC03-MO","JTK04","initial"
"L-TPTMC04-MO","JTK04","initial"
"L-TPTMC05-MO","JTK04","initial"
"L-TPTMC06-MO","JTK04","initial"
"L-TPTMC07-MO","JTK04","initial"
"L-TPTMC08-MO","JTK04","initial"
"B-TPT01-MO35G","JTK06","initial"
"B-TPT02-MO35G","JTK06","initial"
"F-TLUC01-MO33ML","JTK06","initial"
"F-TLUC02-MO33ML","JTK06","initial"
"F-TLUC03-MO33ML","JTK06","initial"
"F-TLUC04-MO33ML","JTK06","initial"
"L-TUSIA01-MO3,8G","JTK04","initial"
"L-TUSAA03-MO3,8G","JTK04","initial"
"L-TUSTR05-MO3,8G","JTK04","initial"
"L-TUSVB09-MO3,8G","JTK04","initial"
"TC-PPCN-MO3X12G","JTK01","existing"
"BRUS-TAP-MO","JTK06","to be discontinued"
"P-TBBP-MO","JTK01","inactive"
"P-TITGP-MO","JTK01","inactive"
"L-TSIMLCB-MO","JTK04","to be discontinued"
"L-TSIMLCD-MO","JTK04","to be discontinued"
"L-TSIMLCF-MO","JTK04","to be discontinued"
"L-TSIMLCH-MO","JTK04","to be discontinued"
"L-TSIMLCMV-MO","JTK04","to be discontinued"
"L-TSIMLCM-MO","JTK04","to be discontinued"
"L-TSIMLCPN-MO","JTK04","to be discontinued"
"L-TSIMLCP-MO","JTK04","inactive"
"L-TSIMLCPR-BULK","JTK04",""
"L-TSIMLCPR-MO","JTK04","to be discontinued"
"L-TSIMLCS-BULK","JTK04",""
"L-TSIMLCS-MO","JTK04","to be discontinued"
"L-TSIMLCV-MO","JTK04","to be discontinued"
"L-TSIMLCW-BULK","JTK04",""
"L-TSIMLCW-MO","JTK04","to be discontinued"
"ES-TSESM-MO","JTK01","inactive"
"ES-TSESM-02-BULK","JTK01",""
"BO-TSBOP-MO","JTK01","to be discontinued"
"ES-TSESP-MO","JTK01","to be discontinued"
"BO-TSBOS-MO","JTK01","to be discontinued"
"FT1--MO100ML","JTK02","to be discontinued"
"ES-TBG-MO6G","JTK01","existing"
"ES-TDOC-MO6G","JTK01","existing"
"ES-TEB-MO6G","JTK01","existing"
"ES-TEBBB-MO6G","JTK01","to be discontinued"
"ES-TENS-MO6G","JTK01","existing"
"ES-TGE-MO6G","JTK01","existing"
"ES-TIS-MO6G","JTK01","existing"
"ES-TISFB-MO6G","JTK01","to be discontinued"
"ES-TLFS-MO6G","JTK01","existing"
"ES-TMFT-MO6G","JTK01","existing"
"ES-TN-MO6G","JTK01","existing"
"ES-TR-MO6G","JTK01","inactive"
"ES-TSE-MO6G","JTK01","inactive"
"ES-TSB-MO6G","JTK01","existing"
"ES-TSP-MO6G","JTK01","inactive"
"ES-TU-MO6G","JTK01","inactive"
"ES-RTIS-01-BULK","JTK01","initial"
"ES-RTIS-02-BULK","JTK01","initial"
"ES-RTIS-03-BULK","JTK01","initial"
"ES-RTEB-01-BULK","JTK01","initial"
"ES-RTEB-02-BULK","JTK01","initial"
"ES-RTEB-03-BULK","JTK01","initial"
"ES-RTNS-01-BULK","JTK01","initial"
"ES-RTNS-02-BULK","JTK01","initial"
"ES-RTNS-03-BULK","JTK01","initial"
"ES-RTGE-01-BULK","JTK01","initial"
"ES-RTGE-02-BULK","JTK01","initial"
"ES-RTGE-03-BULK","JTK01","initial"
"ES-RTBG-01-BULK","JTK01","initial"
"ES-RTBG-02-BULK","JTK01","initial"
"ES-RTBG-03-BULK","JTK01","initial"
"ES-RTLAFS-01-BULK","JTK01","initial"
"ES-RTLAFS-02-BULK","JTK01","initial"
"ES-RTLAFS-03-BULK","JTK01","initial"
"ES-RTDC-01-BULK","JTK01","initial"
"ES-RTDC-02-BULK","JTK01","initial"
"ES-RTDC-03-BULK","JTK01","initial"
"ES-RTSB-01-BULK","JTK01","initial"
"ES-RTSB-02-BULK","JTK01","initial"
"ES-RTSB-03-BULK","JTK01","initial"
"ES-RTMFT-01-BULK","JTK01","initial"
"ES-RTMFT-02-BULK","JTK01","initial"
"ES-RTMFT-03-BULK","JTK01","initial"
"PUFF-TWC-MO","JTK06","existing"
"MA1-U-MO10ML","","inactive"
"MA1-U-MO7.5ML","JTK06","to be discontinued"
"F-LUC01-MO33ML","JTK02","existing"
"F-LUC02-MO33ML","JTK02","existing"
"F-LUC03-MO33ML","JTK02","existing"
"F-LUC04-MO33ML","JTK02","existing"
"F-LUC05-MO33ML","JTK02","existing"
"F-LUC06-MO33ML","JTK02","existing"
"F-LUC07-MO33ML","JTK02","existing"
"F-LUC09-MO33ML","JTK02","existing"
"L-UHKP001-MO2.3G","JTK04","to be discontinued"
"L-UHPA002-MO2.3G","JTK04","to be discontinued"
"L-UHSR003-MO2.3G","JTK04","to be discontinued"
"L-UHRH004-MO2.3G","JTK04","to be discontinued"
"L-UHCR005-MO2.3G","JTK04","to be discontinued"
"L-UHSB006-MO2.3G","JTK04","to be discontinued"
"L-UHTP007-MO2.3G","JTK04","to be discontinued"
"L-UHRR008-MO2.3G","JTK04","to be discontinued"
"L-UHF009-MO2.3G","JTK04","to be discontinued"
"L-UHS010-MO2.3G","JTK04","to be discontinued"
"L-UHBB011-MO2.3G","JTK04","to be discontinued"
"L-UHBB011-BULK","JTK04",""
"L-UHE012-MO2.3G","JTK04","to be discontinued"
"L-UHE012-BULK","JTK04",""
"L-UHOP013-MO2.3G","JTK04","to be discontinued"
"L-UHOP013-BULK","JTK04",""
"L-UHUR014-MO2.3G","JTK04","to be discontinued"
"L-UHFF015-MO2.3G","JTK04","to be discontinued"
"L-UHFF015-BULK","JTK04",""
"L-UHS016-MO2,5G","JTK04","inactive"
"L-UHS016-MO2.3G","JTK04","to be discontinued"
"L-UHO017-MO2,5G","JTK04","inactive"
"L-UHO017-MO2.3G","JTK04","to be discontinued"
"L-UHD018-MO2,5G","JTK04","inactive"
"L-UHD018-MO2.3G","JTK04","to be discontinued"
"L-UHA019-MO2,5G","JTK04","inactive"
"L-UHA019-MO2.3G","JTK04","to be discontinued"
"L-UHW020-MO2.3G","JTK04","to be discontinued"
"L-UHO021-MO2.3G","JTK04","inactive"
"L-UHC022-MO2.3G","JTK04","inactive"
"L-UHF023-MO2.3G","JTK04","inactive"
"L-UHP024-MO2.3G","JTK04","inactive"
"L-UHS025-MO2.3G","JTK04","to be discontinued"
"L-UHP026-MO2.3G","JTK04","inactive"
"L-UHW027-MO2.3G","JTK04","inactive"
"L-UHBTB-MO2.3G","JTK04","inactive"
"L-UHTER-MO2.3G","JTK04","inactive"
"L-UHTMM-MO2.3G","JTK04","inactive"
"L-USIA01-MO3,8G","JTK04","to be discontinued"
"L-USBP02-MO3,8G","JTK04","inactive"
"L-USAA03-MO3,8G","JTK04","to be discontinued"
"L-USRJ04-MO3,8G","JTK04","to be discontinued"
"L-USTR05-MO3,8G","JTK04","to be discontinued"
"L-USGR06-MO3,8G","JTK04","to be discontinued"
"L-USRA07-MO3,8G","JTK04","to be discontinued"
"L-USMT08-MO3,8G","JTK04","to be discontinued"
"L-USVB09-MO3,8G","JTK04","to be discontinued"
"L-USDB10-MO3,8G","JTK04","inactive"
"L-USPV11-MO3,8G","JTK04","inactive"
"L-USNF12-MO3,8G","JTK04","to be discontinued"
"L-USEVK13-MO3,8G","JTK04","inactive"
"L-USPP14-MO3,8G","JTK04","to be discontinued"
"L-USVT15-MO3,8G","JTK04","inactive"
"P-BU01-MO","JTK06","inactive"
"P-BU08-MO","JTK06","inactive"
"PRM-VCPM-MO20ML","JTK02","existing"
"P-TSBV-MO","","inactive"
"RHM-MKMSS-X","","initial"
"MASK-W1LLC","","inactive"
"GLUC--MC","",""
"ACTI-MDIC-X","",""
"SILI-MRSLDA-X","","initial"
"PARF-MZHHMT-X","",""
"PARF-MALD8-X","","initial"
"MT-100-MT100-K","",""
"SAMP-MP-GLD-CLG-X","",""
"ACTI-MGCPW-X","",""
"ACTI-MGCS-X","",""
"SAMP-MFLMOD-X","",""
"SAMP-MDCS-X","",""
"LT-MPSR-BULK","JTK02",""
"LT-MPSG-BULK","JTK02",""
"LT-MPSM-BULK","JTK02",""
"LT-MP04-BULK","JTK02",""
"LT-MP05-BULK","JTK02",""
"LT-MP06-BULK","JTK02",""
"SAMP-MGNLEXTR-X","",""
"EXTR-MGEX-X","",""
"PARF-MJSDMB-X","","initial"
"HS-MHS-MO","JTK02","existing"
"HS-MHS-BULK","JTK02",""
"P-BIGA-MO","JTK06","new product"
"P-BIGB-MO","JTK06","new product"
"P-GEA-MO","JTK06","initial"
"P-GEB-MO","JTK06","initial"
"EB-R2SEDA-MO","JTK06","new product"
"EB-R2SEDC-MO","JTK06","to be discontinued"
"EB-R2SEDM-MO","JTK06","new product"
"CON-C-B-BULK","JTK04",""
"CON-C-C-BULK","JTK04",""
"CON-C-HM-BULK","JTK04",""
"CON-C-LB-BULK","JTK04",""
"CON-C-UM-BULK","JTK04",""
"L-CSGC101-BULK","JTK04",""
"L-CSGC102-BULK","JTK04",""
"L-CSGC103-BULK","JTK04",""
"L-CSGC104-BULK","JTK04",""
"L-CSGC105-BULK","JTK04",""
"EB-DK01C-BULK","JTK04",""
"P-BIGA23-MO","JTK06","initial"
"P-BIGB23-MO","JTK06","initial"
"P-SMA23-MO","JTK06","initial"
"P-SMB23-MO","JTK06","initial"
"L-PTGL1-MO","JTK02","new product"
"L-PTGL2-MO","JTK02","new product"
"L-PTGL3-MO","JTK02","new product"
"L-PTGL4-MO","JTK02","new product"
"L-PTGL5-MO","JTK02","new product"
"L-PTGL6-MO","JTK02","initial"
"L-PTGL7-MO","JTK02","initial"
"L-PGTC-BULK","JTK04",""
"BO-HLTGE01-MO","JTK02","initial"
"BO-HLTGE05-MO","JTK02","initial"
"L-HSLWA-BULK","JTK04",""
"L-HSLWA-MO","JTK04","existing"
"L-HSLWB-BULK","JTK04",""
"L-HSLWB-MO","JTK04","existing"
"L-HSLWC-BULK","JTK04",""
"L-HSLWC-MO","JTK04","existing"
"L-HSLWD-BULK","JTK04",""
"L-HSLWD-MO","JTK04","existing"
"L-HSLWE-BULK","JTK04",""
"L-HSLWE-MO","JTK04","existing"
"L-HSLWF-BULK","JTK04",""
"L-HSLWF-MO","JTK04","existing"
"L-HSLWG-BULK","JTK04",""
"L-HSLWG-MO","JTK04","existing"
"L-HSLWH-BULK","JTK04",""
"L-HSLWH-MO","JTK04","existing"
"L-HSLWI-BULK","JTK04",""
"L-HSLWI-MO","JTK04","existing"
"L-HSLWJ-BULK","JTK04",""
"L-HSLWJ-MO","JTK04","existing"
"L-HSLWK-BULK","JTK04",""
"L-HSLWK-MO","JTK04","existing"
"L-HSLWL-BULK","JTK04",""
"L-HSLWL-MO","JTK04","existing"
"L-HSLWM-MO","JTK04","initial"
"L-HSLWN-MO","JTK04","initial"
"L-IMC015-BULK","JTK04",""
"L-IMC017-BULK","JTK04",""
"L-IMC018-BULK","JTK04",""
"L-IMC019-BULK","JTK04",""
"L-IMC020-BULK","JTK04",""
"MASK-EL-BULK","JTK02",""
"MASK-EL-MO","JTK02","existing"
"MASK-LIWGE-MO","JTK02","initial"
"L-USEVK13-BULK","JTK04",""
"L-PMLP-BULK","JTK04",""
"REM-MW-BULK","JTK02",""
"REM-NFSOIMW-MO","","initial"
"SS-NFSPPUDS-MO","JTK02","initial"
"REM-OIMW-BULK","JTK02",""
"REM-OIMWB-BULK","JTK02",""
"SRM-PPAS-MO","JTK02","initial"
"SRM-PSOC-MO","JTK02","new product"
"SRM-PPHS-MO","JTK02","initial"
"SRM-PSHS-MO","JTK02","new product"
"FT-PPTM-MO","JTK02","initial"
"SS-PPUDS-MO","JTK02","initial"
"SRM-PPBS-MO","JTK02","initial"
"SRM-PSDS-MO","JTK02","new product"
"FMI-PRM-MO","JTK02","new product"
"FT-PSTE-MO","JTK02","new product"
"REM-CO-MO","JTK02","new product"
"SS-PSMU-MO","JTK02","new product"
"M-PSWC-BULK","JTK02",""
"EB-PBHG-MO","","initial"
"ES-PEPFTG-MO","JTK06","new product"
"ES-PEP24K-MO","JTK06","new product"
"ES-PPR-BULK","JTK01",""
"TC-PMC21-BULK","JTK01",""
"TC-PMC62-BULK","JTK01",""
"TC-PMN10-BULK","JTK01",""
"TC-PMN30-BULK","JTK01",""
"TC-PMW22-BULK","JTK01",""
"TC-PMW33-BULK","JTK01",""
"TC-PMW40-BULK","JTK01",""
"TC-PMW41-BULK","JTK01",""
"TC-PMW42-BULK","JTK01",""
"TC-PMW50-BULK","JTK01",""
"TC-PMW60-BULK","JTK01",""
"PRM-PRI01-BULK","JTK02",""
"PRM-PRI02-BULK","JTK02",""
"L-PTMC01-BULK","JTK04",""
"L-PTMC02-BULK","JTK04",""
"L-PTMC04-BULK","JTK04",""
"L-PTMC05-BULK","JTK04",""
"L-PTMC06-BULK","JTK04",""
"L-PTMC07-BULK","JTK04",""
"L-PTMC08-BULK","JTK04",""
"F-LPWFC31-BULK","JTK02","initial"
"F-LPWC32-MO","JTK02","existing"
"F-LPWC41-BULK","JTK02","initial"
"F-LPWFWC51-BULK","JTK02",""
"F-LPWFWC51-MO","JTK02","existing"
"F-LPWW12-BULK","JTK02",""
"F-LPWW12-MO","JTK02","existing"
"F-LPWW21-BULK","JTK02",""
"F-LPWW21-MO","JTK02","existing"
"F-LPWW32-BULK","JTK02",""
"F-LPWW32-MO","JTK02","existing"
"F-LPWW50-BULK","JTK02","initial"
"P-SMA-MO","JTK06","new product"
"P-SMB-MO","JTK06","new product"
"P-SGEA-MO","JTK06","initial"
"P-SGEB-MO","JTK06","initial"
"BO-TSBOS-BULK","JTK01",""
"ES-RTIS-MO","JTK01","initial"
"ES-RTEB-MO","JTK01","initial"
"ES-RTNN-MO","JTK01","initial"
"ES-RTNS-MO","JTK01","initial"
"ES-RTGE-MO","JTK01","initial"
"ES-RTBG-MO","JTK01","initial"
"ES-RTLAFS-MO","JTK01","initial"
"ES-RTDC-MO","JTK01","initial"
"ES-RTSB-MO","JTK01","initial"
"ES-RTMFT-MO","JTK01","initial"
"F-LUC08-MO33ML","JTK02","existing"
"L-UHRR008-BULK","JTK04",""
"L-UHTP009-BULK","JTK04",""
"L-UHF009-BULK","JTK04",""
"L-UHS010-BULK","JTK04",""
"L-UHUR014-BULK","JTK04",""
"L-IMC016-BULK","JTK04",""
"L-PTMC03-BULK","JTK04",""
"SILC-MKOL-X","",""
"THIC-MKMTWLV-X","",""
"SAMP-MK12-X","",""
"SAMP-MK25-X","",""
"SAMP-MKS7-X","",""
"THIC-MK25-X","",""
"MY-GWPRMDSJ-W","JTK06","initial"
"MY-GWPRMDTB-W","JTK06","initial"
"MY-PNFSASRMPFC-W","JTK06","initial"
"MY-EBABBL-EM","JTK06","existing"
"MY-EBABBR-EM","JTK06","existing"
"MY-FMIAV-EM","JTK06","existing"
"MY-HBLAVG-EM","JTK06","existing"
"MY-FSAJ-EM","JTK06","existing"
"MY-FMAIS-EM","JTK02","existing"
"MY-BRBMLP01-EM","JTK06","existing"
"MY-BRBMLP02-EM","JTK06","existing"
"MY-BRBMLP03-EM","JTK06","existing"
"MY-BRBMLP04-EM","JTK06","existing"
"MY-FBWMM01-EM","JTK06","existing"
"MY-FBWMM02-EM","JTK06","existing"
"MY-FBWMM03-EM","JTK06","existing"
"MY-FBWMM04-EM","JTK02","existing"
"MY-BBCHSBBC-EM","JTK06","inactive"
"MY-BBCHSBBL-EM","JTK06","inactive"
"MY-BBCHSBBN-EM","JTK06","inactive"
"MY-MABSE-EM","JTK06","existing"
"MY-FTBSE-EM","JTK06","inactive"
"MY-FSBSFS-EM","JTK06","existing"
"MY-SRMBSS-EM","JTK06","existing"
"MY-FTBST-EM","JTK06","existing"
"MY-FWBSN2-EM","JTK02","existing"
"MY-BBSLP-EM","JTK06","existing"
"MY-REMRBSMWN1-EM","JTK06","existing"
"MY-MBSC-EM","JTK06","existing"
"MY-MBSNC-EM","JTK06","inactive"
"MY-MBSTUC-EM","JTK06","existing"
"MY-FWBSW-EM","JTK06","existing"
"MY-FWBSACNE-EM","JTK06","existing"
"MY-MBSACNE-EM","JTK06","existing"
"MY-BRUSEBS-EM","JTK06","existing"
"MY-BOCLCNB-EM","JTK06","existing"
"MY-BOCLCPE-EM","JTK06","existing"
"MY-BOCLCPI-EM","JTK06","existing"
"MY-BOCLCVI-EM","JTK06","existing"
"MY-BOCLPPB-EM","JTK06","existing"
